text,sentiment
"Not recommended to everyone. Sobrang manipis po yung facemask, kala ko pa naman medyo makapal since okay naman yung review. Manipis na nga yung mga kf94 na nabibili ko nung nakaraan, may mas manipis pa pala. a Anyways thank you for the effort. Sana makapal kapal onti. ",1
"Umorder aq ng 7 packs ng mask and 6 packs lang yung dumating. Be responsible next time kasi bayad naman ang orders ko",1
"INCOMPLETE ITEMS HINDI MAAYOS KAUSAP YUNG SELLER, KUNG KELAN NAKAPAG SALITA NA AKO NG KUNG ANO SANA LANG MAG OOFFER NG FOR REFUND, PURO POSITIVE REVIEW KAYA SIGURO HINDI NA NAKIKIPAG USAP NG MAAYOS WAG NA SANANG MAULIT SA IBA",1
"items shipped immediately, well packed, makapal, medyo maliit lng itong black..basta over all okay cya at legit. thank you seller at lazada",5
"thank you thank you thank you thank you thank you thank you thank you thank you thank you thank you",5
"manipis siya slmat padin.manipis siya slmat padin.manipis siya slmat padin.manipis siya slmat padin.manipis siya slmat padin.",5
"thank you,",5
"Gottche complete 18 packs of KF94 mask. However, the 5 packs that should be peach was pink.  so dusappointed.  Not yet checked the quality of the mask.  If okay, will buy again.  thanks!",3
"Ok naman ang 9 packs... pero 2 packs color grey reject...  Nasa harap ang tali.. hindi na to mabibili.. pls always check...!!!!",3
"aaang ikli nggggg straaaaaap ng faaaace maaaaaaask naaaaa tooooooooo myyyy gashh pero oks naman nothing to worry guys uhuh hahah",3
"Medjo disappointed kami kasi 2nd time na namin bumili and maganda yung quality na nabili namin nung first time. But now sobrang nipis na. :((((",3
"not a 4 ply instead a 2ply item delivery was fast",3
"manipis siya masyado, tapos 9pcs lang yung isang pack ng white, sayang manipis talaga madami pa naman akong order",2
"maluwang and sobrang nipis. maluwang and sobrang nipis. maluwang and sobrang nipis. maluwang and sobrang nipis.",2
"hope hindi tayo manloloko di ba???sa dami ng nabilhan ko na facemask.. ito lang ang store na hindi honest sa color!!!",2
"Nakaka disappointed lng ng sobra sa seller .. Dahil 5 quantity ang inorder ko pero 4 quantity seller sa susunod make sure na tama ung quantity ng idedelever.. ",2
"salamat po sa courier pero Yung items po nakakadisappoint po Kasi manipis at nasira agad,Hindi natahi or nadikit.",1
